世,0.00111103636102,shì,life/age/generation/era/world/lifetime
位,0.00111100018605,wèi,position/location/(measure word for persons)/place/seat
次,0.00111034903678,cì,nth/number (of times)/order/sequence/next/second(ary)/(measure word)
度,0.00110786330029,dù,capacity/degree/standard
门,0.00109955856317,mén,opening/door/gate/doorway/gateway/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)
任,0.00109809089339,rèn,to assign/to appoint/office/responsibility
常,0.00109718135155,cháng,always/ever/often/frequently/common/general/constant
先,0.00108849419344,xiān,early/prior/former/in advance/first
海,0.00108164162255,hǎi,ocean/sea
通,0.00108031865261,tōng,go through/know well/to connect/to communicate/open
教,0.00107943495003,jiāo/jiào,"teach, religion/teaching"
儿,0.00107401904181,ér/er,"son, non-syllabic dimi. suff."
原,0.00107273741469,yuán,former/original/primary/raw/level/cause/source
东,0.00106580732602,dōng,east
声,0.00106500630907,shēng,"sound/voice/(a measure word, used for sounds)/tone/noise"
提,0.00106023121442,dī/tí,"carry (suspended), to carry/to lift/to put forward/(upwards character stroke)/lifting (brush stroke in painting)/to mention"
立,0.00105933200829,lì,set up/to stand
及,0.00104737360028,jí,to reach/and
比,0.00103690353344,bǐ/bì,"(particle used for comparison and ""-er than"")/to compare/to contrast/to gesture (with hands)/ratio, associate with/be near"
员,0.00103469169307,yuán,person/employee/member
解,0.00103403537595,jiě/jiè/xiè,"to separate/to divide/to break up/to loosen/to explain/to untie/to emancipate, transport under guard, (surname)"
水,0.00102805617194,shuǐ,water/river
名,0.00102572030313,míng,name/(measure word for persons)/place (e.g. among winners)
真,0.00102538439279,zhēn,real/true/genuine
论,0.00101891941076,lún/lùn,"the Analects (of Confucius), by the/per/discuss/theory/to talk (about)/to discuss"
处,0.00100378794202,chǔ/chù,"to reside/to live/to dwell/to be in/to stay/get along with/to be in a position of/deal with, a place/location/spot/point/office/department/bureau/respect"
走,0.00100059420988,zǒu,to walk/to go/to move
义,0.00100001541053,yì,justice/righteousness/meaning
各,0.00099964332524,gè,each/every
入,0.00099446513818,rù,to enter
几,0.00099406204579,jī/jǐ,"small table, almost, a few/how many, how much/how many/several/a few"
口,0.00099189671606,kǒu,mouth/(a measure word)
认,0.00099153496648,rèn,to recognize/to know/to admit
条,0.00098850660558,tiáo,"measure word for long, thin things (i.e. ribbon, river, etc.)/a strip/item/article"
平,0.00098843942352,píng,flat/level/equal/to make the same score/to tie/to draw/calm/peaceful
系,0.00098586583354,xì,"be/connection/relation/tie up/bind, be/system/to tie/department/faculty, connect/to tie"
气,0.00098544206974,qì,"air/anger/gas, gas/air/smell/weather/vital breath/to make sb. angry/to get angry/to be enraged"
题,0.0009814834956,tí,topic/subject/to inscribe/to superscribe
活,0.00098125094229,huó,to live/alive/living/work/workmanship
尔,0.00098078066782,ěr,thus/so/like that/you/thou
更,0.00096834164963,gēng/gèng,"to change, more/even more/further/still/still more"
别,0.00096449676823,bié/biè,"leave/depart/separate/distinguish/classify/other/another/do not/must not/to pin, contrary/difficult/awkward"
打,0.00096197485677,dá/dǎ,"dozen, beat/strike/break/mix up/build/fight/fetch/make/tie up/issue/shoot/calculate/since/from"
女,0.00095702405518,nǚ/nǚ,female/woman
变,0.00095667780914,biàn,to change/to become different/to transform/to vary/rebellion
四,0.00095540134986,sì,four/4
神,0.00095374763742,shén,God/unusual/mysterious/soul/spirit/divine essence/lively/spiritual being
总,0.00095331353792,zǒng,always/to assemble/gather/total/overall/head/chief/general/in every case
何,0.00095261587798,hé,carry/what/how/why/which
电,0.00095002678446,diàn,electric/electricity/electrical
数,0.00094732916605,shǔ/shù/shuò,"to count, number/figure/to count/to calculate/several, frequently/repeatedly"
安,0.00094680204522,ān,content/calm/still/quiet/to pacify/peace
少,0.00094580981775,shǎo/shào,"few/little/lack, young"
报,0.00094267293199,bào,to announce/to inform/report/newspaper/recompense/revenge
才,0.00093912778597,cái,"ability/talent/endowment/gift/an expert/only (then)/only if/just, just/not until"
结,0.00093886422555,jiē/jié,knot/sturdy/to bear (fruit)/bond/to tie/to bind
反,0.00093737071651,fǎn,wrong side out or up/anti-
受,0.00093500900844,shòu,to bear/to stand/to endure/(passive marker)/to receive
目,0.00093448705546,mù,eye/item/section/list/catalogue/table of contents/order (taxonomy)/goal/name/title
太,0.00093274548955,tài,highest/greatest/too (much)/very/extremely
量,0.00093025458521,liáng/liàng,"to measure, capacity/quantity/amount/to estimate"
再,0.00092818227681,zài,again/once more/re-/second/another
感,0.00092185682677,gǎn,to feel/to move/to touch/to affect
建,0.00092137104874,jiàn,to establish/to found/to set up/to build/to construct
务,0.00090998110437,wù,affair/business/matter
做,0.00090737133944,zuò,to do/to make/to produce
接,0.00090681837935,jiē,to extend/to connect/to receive/to join
必,0.00090418277516,bì,certainly/must/will/necessarily
场,0.00089730436502,chǎng,"a courtyard/open space/place/field/a measure word/(a measure word, used for sport or recreation)"
件,0.00089349565857,jiàn,"a measure word for thing, clothes, item"
计,0.00088860687121,jì,to calculate/to compute/to count/reckon/ruse/to plan
管,0.00088238994603,guǎn,to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe
期,0.00087753216576,qī,"a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope"
市,0.00087606449599,shì,market/city
直,0.00087563556432,zhí,straight/vertical/frank/directly/straightly/upright
德,0.00087293794592,dé,Germany/virtue/goodness/morality/ethics/kindness/favor/character/kind
资,0.00087279841393,zī,resources/capital/to provide/to supply/to support/money/expense
命,0.00087004911702,mìng,life/fate
山,0.00086893286112,shān,mountain/hill
金,0.00086774425532,jīn,metal/money/gold
指,0.00086233351495,zhǐ,finger/to point/to direct/to indicate
克,0.000858090709,kè,"gram/subdue/to restrain/to overcome, subdue"
许,0.00085803903049,xǔ,to allow/to permit/to praise/(surname)
统,0.0008569331103,tǒng,to gather/to unite/to unify/whole
区,0.00085153270564,ōu/qū,"Ou (surname), area/region/district/small/distinguish"
保,0.00084971878982,bǎo,to defend/to protect/to insure or guarantee/to maintain/hold or keep/to guard
至,0.00084536745898,zhì,arrive/most/to/until
队,0.00084203936272,duì,squadron/team/group
形,0.00083744514287,xíng,to appear/to look/form/shape
社,0.00082441182178,shè,society/group
便,0.00082416376491,biàn/pián,"ordinary/plain/convenient/handy/easy/then/so/thus/to relieve oneself, advantageous/cheap"
空,0.00081930598464,kōng/kòng,"air/sky/empty/in vain, emptied/leisure"
决,0.00081630863086,jué,breach (a dyke)/to decide/to determine
治,0.00081085654769,zhì,to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal
展,0.00081010720925,zhǎn,to use/to spread out/to postpone/to unfold
马,0.00080500653997,mǎ,horse/horse chess piece/Surname
科,0.00080489284724,kē,"branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes, etc.)/to fine somebody"
司,0.00080220039668,sī,company/control
五,0.00079748214841,wǔ,five/5
基,0.00079306880336,jī,base/foundation/basic/radical (chem.)
眼,0.00078592166494,yǎn,eye
书,0.00078219047627,shū,book/letter
非,0.00077473843463,fēi,non-/not-/un-
则,0.00077022690041,zé,(expresses contrast with a previous sentence or clause)/standard/norm/rule/to imitate/to follow/then/principle
听,0.00076994783643,tīng/tìng,"listen/hear/obey, let/allow"
白,0.00076860419508,bái,white/snowy/empty/blank/bright/clear/plain/pure/gratuitous
却,0.00076835097037,què,but/yet/however/while/to go back/to decline/to retreat/nevertheless
界,0.00076710551819,jiè,boundary/scope/extent/circles/group/kingdom (taxonomy)
达,0.00076436138913,dá,attain/pass through/achieve/reach/realize/clear/inform/notify/dignity
光,0.00076297640496,guāng,light/ray/bright
放,0.00076277485876,fàng,to release/to free/to let go/to put/to place/to let out
强,0.00075794291776,qiáng,strength/force/power/powerful/better
即,0.00075687834037,jí,namely/right away/to approach/to draw near
像,0.00075084229001,xiàng,(look) like/similar (to)/appearance/to appear/to seem/image/portrait/resemble/seem
难,0.00074725580117,nán/nàn,"difficult (to...)/problem/difficulty/difficult/not good, disaster/distress/to scold"
且,0.00074725580117,qiě,further/moreover
权,0.00074678552669,quán,authority/power/right
思,0.00074677002314,sī,to think/to consider
王,0.00074390186565,wáng,king/Wang (proper name)
象,0.00074134377923,xiàng,shape/form/appearance/elephant/image under a map (math.)
完,0.00073962288473,wán,to finish/to be over/whole/complete/entire
设,0.00073766943692,shè,to set up/to arrange/to establish/to found/to display
式,0.00073534390381,shì,type/form/pattern/style
色,0.00073502866489,sè/shǎi,"color/look/appearance, color/dice"
路,0.00073286333516,lù,(surname)/road/path/way
记,0.00072092043071,jì,to remember/to note/mark/sign/to record
南,0.00071873442959,nán,south
品,0.00071589211134,pǐn,conduct/grade/thing/product/good
住,0.00071576291507,zhù,to live/to dwell/to reside/to stop
告,0.00071463632347,gào,to tell/to inform/to say
类,0.00071461048421,lèi,kind/type/class/category/similar/like/to resemble
求,0.00071427974172,qiú,to seek/to look for/to request/to demand/to beseech
据,0.00071311180733,jū/jù,"sickness of hand, act in accordance with/seize, according to/to act in accordance with/to depend on/to seize/to occupy"
程,0.00070779925613,chéng,rule/order/regulations/formula/journey/procedure/sequence/a surname
北,0.00070768039556,běi,north
边,0.00070425927796,biān,side/edge/margin/border/boundary
死,0.00070383034631,sǐ,to die/inpassable/uncrossable/inflexible/rigid
张,0.00070327738621,zhāng,(a measure word)/(a surname)/open up
该,0.00070310167926,gāi,that/the above-mentioned/most likely/to deserve/should/ought to/owe
交,0.00070141695972,jiāo,to deliver/to turn over/to make friends/to intersect (lines)/to pay (money)
规,0.00069522070596,guī,compass/rule
万,0.00069362900775,wàn,Wan (surname)/ten thousand/a great number
取,0.00069301920129,qǔ,to take/to get/to choose/to fetch
拉,0.00069275564086,lā,to pull/to play (string instruments)/to drag/to draw
格,0.00069241973053,gé,frame/rule
望,0.00068807356755,wàng,hope/expect/to visit/to gaze (into the distance)/look towards/towards
觉,0.00068236825966,jiào/jué,"a nap/a sleep, feel/find that/thinking/awake/aware"
术,0.00068026494416,shù/zhú,"method/technique, Atractylis lancea var. ovata"
领,0.00067695235145,lǐng,neck/collar/to lead/to receive
共,0.00066574328188,gòng,all together/in while/to share/common/general/together
确,0.00066363996638,què,"authenticated/solid/firm, authenticated/solid/firm/real/true"
传,0.00066244619272,chuán/zhuàn,"to pass on/to spread/to transmit/to infect/to transfer/to circulate/to pass on/to conduct (electricity), biography"
师,0.00066192940759,shī,a division (milit.)/teacher/master/expert/model
观,0.00066043073069,guān/guàn,"to look at/to watch/to observe/to behold, Taoist monastery"
清,0.00066001730259,qīng,clear/distinct/complete/pure
今,0.00065437400891,jīn,today/modern/present/current/this/now
切,0.00065316989955,qiē/qiè,"to cut/to slice, close to"
院,0.00065174357258,yuàn,courtyard/institution
让,0.00064939220022,ràng,to ask/to let/permit/have (someone do something)/to yield/to allow
识,0.00064711834563,shí/zhì,"to know/knowledge, to record/write a footnote"
候,0.00064528375839,hòu,wait
带,0.00064401246697,dài,band/belt/girdle/ribbon/area/zone/region/wear/carry/lead/bring/consists of/show/and
导,0.00064320628216,dǎo,to transmit/to lead/to guide/to conduct/to direct
争,0.00064298406454,zhēng,struggle/fight
运,0.00064031228541,yùn,to move/to transport/to use/to apply/fortune/luck/fate
笑,0.0006351392662,xiào,laugh/smile
飞,0.00063197654118,fēi,to fly
风,0.00062945979757,fēng,wind/news/style/custom/manner
步,0.00062668982926,bù,a step/a pace/walk/march/stages in a process
改,0.00062542887352,gǎi,to change/to alter/to transform/to correct
收,0.00062477772425,shōu,to receive/to accept/to collect/in care of (used on address line after name)
根,0.00062416274995,gēn,radical (chem.)/root/basis
干,0.00062305682975,gān/gàn,"dry/to concern/shield, to work/to do/to manage, manage/stem"
造,0.00062270541587,zào,to make/to build/to invent/to manufacture
言,0.00062173385981,yán,to speak/to say/talk/word
联,0.00062169768485,lián,to ally/to unite/to join
持,0.00062009048308,chí,to grasp/to hold/support/manage/direct/maintain
组,0.00061876751314,zǔ,to form/compose/make up/group/to organize/cord
每,0.00061804401395,měi,each/every
济,0.00061580633431,jì,aid/ferry/frugal
车,0.00061406476841,chē/jū,"car/a vehicle/machine/to shape with a lathe, vehicle on land"
亲,0.00061213715986,qīn/qìng,"dear/intimate/parent/relation/closely related, parents-in-law of one's offspring"
极,0.00060844214615,jí,"extremely/pole (geography, physics)/utmost/top"
林,0.00060812690722,lín,woods/forest
服,0.00060443706135,fú,clothes/dress/garment/submit/take (medicine)
快,0.000604240683,kuài,fast/quick/swift
办,0.00060414249383,bàn,to do/to manage/to handle/to go about/to run/to set up/to deal with
议,0.0006036567158,yì,criticize/discuss
往,0.00060225622808,wǎng/wàng,"to go (in a direction)/past/previous/towards, toward/(of a train) bound for"
元,0.00060199266767,yuán,(dynasty)/dollar/primary/first
英,0.00060046815152,yīng,(surname)/English/brave
士,0.00059794107221,shì,scholar/warrior/knight
证,0.00059745529418,zhèng,"prove, confirm, verify/proof, certificate/proof/to prove/to demonstrate/to confirm/certificate/proof"
近,0.00059658192731,jìn,near/close (to)/approximately
失,0.00059609098143,shī,to lose/to miss/to fail
转,0.00059475250793,zhuǎn/zhuàn,"to convey/to forward (mail)/to transfer/to turn/to shift, to revolve/to turn/to circle about/to walk about"
夫,0.00059318664897,fū,"porter, husband/man"
令,0.00059208072878,lìng,make or cause to be/order/command/decree/honorable
准,0.00058849940781,zhǔn,"to allow/to grant/to permit/accurate/standard, accurate/standard"
布,0.00058733664124,bù,"diffuse/extend/notify, to declare/to announce/to spread/to make known/spread/(cotton) cloth"
始,0.0005839000201,shǐ,begin
怎,0.00058031869912,zěn,how
呢,0.00057975540333,ne/ní,"(question particle), woolen material"
存,0.00057347646393,cún,exist/deposit/store/keep/survive
未,0.00057100106314,wèi,1-3 p.m./8th earthly branch/not yet/did not/have not/not
远,0.00057081502049,yuǎn,far/distant/remote
叫,0.00056914063666,jiào,to (be) call(ed)
台,0.00056516655897,tái,"surname/(classical) you (in letters)/platform/Taiwan (abbr.), desk/platform, (measure word)/platform/stage/terrace/stand/support/desk/station/broadcasting station, typhoon"
单,0.00056515105542,chán/dān/shàn,"chieftain, bill/list/form/single/only/sole, (surname)"
影,0.00056258263329,yǐng,picture/image/reflection/shadow
